"State","DivisionId","DivisionAb","DivisionName","PartyAb","CandidateSurname","Votes"
"QLD",170,"MARA","Maranoa","","Informal",4124
"QLD",170,"MARA","Maranoa","PUP","BJELKE-PETERSEN",12506
"QLD",170,"MARA","Maranoa","RUA","CLOUSTON",861
"QLD",170,"MARA","Maranoa","ALP","CEDRIC-THOMPSON",14649
"QLD",170,"MARA","Maranoa","LNP","SCOTT",51622
"QLD",170,"MARA","Maranoa","GRN","NEWSON",2762
"QLD",170,"MARA","Maranoa","KAP","WALTON",5027
"QLD",170,"MARA","Maranoa","FFP","SPELLMAN",2481
"QLD",171,"MCPH","McPherson","","Informal",4559
"QLD",171,"MCPH","McPherson","PUP","DOUGLAS",13203
"QLD",171,"MCPH","McPherson","ALP","HISLOP",18866
"QLD",171,"MCPH","McPherson","LNP","ANDREWS",41594
"QLD",171,"MCPH","McPherson","GRN","WYATT",5689
"QLD",171,"MCPH","McPherson","FFP","GREEN",3084
"QLD",171,"MCPH","McPherson","VCE","BLAKE",491
"QLD",172,"MONC","Moncrieff","","Informal",4839
"QLD",172,"MONC","Moncrieff","CEC","SPAJIC",330
"QLD",172,"MONC","Moncrieff","PUP","PFORR",10882
"QLD",172,"MONC","Moncrieff","GRN","McPHERSON",5127
"QLD",172,"MONC","Moncrieff","LNP","CIOBO",44295
"QLD",172,"MONC","Moncrieff","ALP","MUNRO",16562
"QLD",172,"MONC","Moncrieff","ON","BERIC",600
"QLD",172,"MONC","Moncrieff","FFP","NICHOLSON",1744
"QLD",173,"MORE","Moreton","","Informal",4912
"QLD",173,"MORE","Moreton","CEC","GRUNERT",208
"QLD",173,"MORE","Moreton","PUP","DAVEY",4147
"QLD",173,"MORE","Moreton","FUT","MUSCAT",481
"QLD",173,"MORE","Moreton","RUA","FRY",303
"QLD",173,"MORE","Moreton","ALP","PERRETT",31932
"QLD",173,"MORE","Moreton","LNP","COLE",34824
"QLD",173,"MORE","Moreton","GRN","JENKINS",8234
"QLD",173,"MORE","Moreton","KAP","MALLCOTT",1070
"QLD",173,"MORE","Moreton","FFP","FERRANDO",1250
"QLD",174,"OXLE","Oxley","","Informal",5619
"QLD",174,"OXLE","Oxley","DLP","KARG",1075
"QLD",174,"OXLE","Oxley","PUP","TANG",5368
"QLD",174,"OXLE","Oxley","RUA","MOERLAND",400
"QLD",174,"OXLE","Oxley","ALP","RIPOLL",32589
"QLD",174,"OXLE","Oxley","LNP","NGUYEN",29064
"QLD",174,"OXLE","Oxley","GRN","STEPHENSON",4072
"QLD",174,"OXLE","Oxley","KAP","HEWLETT",1499
"QLD",174,"OXLE","Oxley","FFP","McCORMACK",1551
"QLD",175,"PETR","Petrie","","Informal",4530
"QLD",175,"PETR","Petrie","CEC","CORNELL",192
"QLD",175,"PETR","Petrie","PUP","PROHASKA",8422
"QLD",175,"PETR","Petrie","RUA","JENNINGS",920
"QLD",175,"PETR","Petrie","ALP","D'ATH",32630
"QLD",175,"PETR","Petrie","LNP","HOWARTH",33570
"QLD",175,"PETR","Petrie","GRN","MARSHALL",3729
"QLD",175,"PETR","Petrie","KAP","THOMSON",1336
"QLD",175,"PETR","Petrie","FFP","SPENCE",1774
"QLD",176,"RANK","Rankin","","Informal",5840
"QLD",176,"RANK","Rankin","PUP","ROGAN",9228
"QLD",176,"RANK","Rankin","ALP","CHALMERS",35098
"QLD",176,"RANK","Rankin","LNP","LIN",30260
"QLD",176,"RANK","Rankin","GRN","COTTER",4405
"QLD",176,"RANK","Rankin","KAP","CLAYDON",1697
"QLD",176,"RANK","Rankin","FFP","LAWRIE",2514
"QLD",177,"RYAN","Ryan","","Informal",3078
"QLD",177,"RYAN","Ryan","PUP","GUNNIS",4558
"QLD",177,"RYAN","Ryan","SPA","SWEEDMAN",761
"QLD",177,"RYAN","Ryan","ALP","HAMWOOD",23385
"QLD",177,"RYAN","Ryan","LNP","PRENTICE",47366
"QLD",177,"RYAN","Ryan","GRN","WORRINGHAM",13235
"QLD",177,"RYAN","Ryan","KAP","WALKER",1140
"QLD",177,"RYAN","Ryan","FFP","DEMEDIO",1213
"QLD",178,"WBAY","Wide Bay","","Informal",4199
"QLD",178,"WBAY","Wide Bay","PUP","ANDERSON",13574
"QLD",178,"WBAY","Wide Bay","RUA","DICKINS",517
"QLD",178,"WBAY","Wide Bay","ALP","STANTON",17697
"QLD",178,"WBAY","Wide Bay","LNP","TRUSS",41767
"QLD",178,"WBAY","Wide Bay","GRN","RINGROSE",5596
"QLD",178,"WBAY","Wide Bay","KAP","DALE",5022
"QLD",178,"WBAY","Wide Bay","FFP","CHAPMAN",1286
"QLD",316,"WRIG","Wright","IND","WRIGHT",1810
"QLD",316,"WRIG","Wright","","Informal",4276
"QLD",316,"WRIG","Wright","RUA","MAUNDER",565
"QLD",316,"WRIG","Wright","PUP","ISON",11691
"QLD",316,"WRIG","Wright","LNP","BUCHHOLZ",38630
"QLD",316,"WRIG","Wright","ALP","MURAKAMI",17267
"QLD",316,"WRIG","Wright","KAP","NEUENDORF",4332
"QLD",316,"WRIG","Wright","GRN","SUMMERS",4358
"QLD",316,"WRIG","Wright","FFP","LYNCH",2087
"SA",179,"ADEL","Adelaide","","Informal",3770
"SA",179,"ADEL","Adelaide","LP","GARCIA",38463
"SA",179,"ADEL","Adelaide","ALP","ELLIS",38650
"SA",179,"ADEL","Adelaide","PUP","SCALI",1943
"SA",179,"ADEL","Adelaide","GRN","BEACH",9251
"SA",179,"ADEL","Adelaide","SAL","LAZAROU",980
"SA",179,"ADEL","Adelaide","FFP","LEE",2169
"SA",180,"BARK","Barker","","Informal",5259
"SA",180,"BARK","Barker","IND","SAGE",6617
"SA",180,"BARK","Barker","LP","PASIN",48678
"SA",180,"BARK","Barker","ALP","GOLDING",16993
"SA",180,"BARK","Barker","PUP","JHANDI",3623
"SA",180,"BARK","Barker","NP","HANNEMANN",4021
"SA",180,"BARK","Barker","GRN","KEOUGH",5224
"SA",180,"BARK","Barker","FFP","LAMBERT",7368
"SA",182,"BOOT","Boothby","","Informal",3400
"SA",182,"BOOT","Boothby","LP","SOUTHCOTT",47484
"SA",182,"BOOT","Boothby","ALP","DIGANCE",29018
"SA",182,"BOOT","Boothby","PUP","COX",2835
"SA",182,"BOOT","Boothby","GRN","THOMAS",11287
"SA",182,"BOOT","Boothby","FFP","EDMONDS",3683
"SA",183,"GREY","Grey","","Informal",5063
"SA",183,"GREY","Grey","IND","FIDGE",2488
"SA",183,"GREY","Grey","LP","RAMSEY",49334
"SA",183,"GREY","Grey","ALP","BROWNE",24205
"SA",183,"GREY","Grey","PUP","REES",4457
"SA",183,"GREY","Grey","GRN","SENTANCE",3289
"SA",183,"GREY","Grey","FFP","KAMINSKI",4878
"SA",185,"HIND","Hindmarsh","","Informal",4847
"SA",185,"HIND","Hindmarsh","LP","WILLIAMS",43639
"SA",185,"HIND","Hindmarsh","ALP","GEORGANAS",35876
"SA",185,"HIND","Hindmarsh","PUP","MELISSOURGOS",2332
"SA",185,"HIND","Hindmarsh","KAP","McKAY",599
"SA",185,"HIND","Hindmarsh","GRN","PAYNE",8360
"SA",185,"HIND","Hindmarsh","DLP","McCABE",834
"SA",185,"HIND","Hindmarsh","FFP","RANDALL",2883
"SA",186,"KING","Kingston","","Informal",4697
"SA",186,"KING","Kingston","LP","MILLS",28492
"SA",186,"KING","Kingston","ALP","RISHWORTH",43328
"SA",186,"KING","Kingston","RUA","SNOSWELL",1191
"SA",186,"KING","Kingston","PUP","FROST",3709
"SA",186,"KING","Kingston","GRN","MOORE",6062
"SA",186,"KING","Kingston","FFP","DOECKE",5168
"SA",187,"MAKI","Makin","","Informal",4717
"SA",187,"MAKI","Makin","LP","LAWRIE",34192
"SA",187,"MAKI","Makin","ALP","ZAPPIA",41873
"SA",187,"MAKI","Makin","PUP","GRAHAM",3818
"SA",187,"MAKI","Makin","KAP","JAMESON",705
"SA",187,"MAKI","Makin","GRN","HARRISON",5429
"SA",187,"MAKI","Makin","FFP","POTTER",5891
"SA",188,"MAYO","Mayo","","Informal",3684
"SA",188,"MAYO","Mayo","LP","BRIGGS",49195
"SA",188,"MAYO","Mayo","ALP","FAHY",19325
"SA",188,"MAYO","Mayo","PUP","BRAR",3434
"SA",188,"MAYO","Mayo","GRN","GROSSER",12931
"SA",188,"MAYO","Mayo","FFP","HICKS",6525
"SA",189,"PADE","Port Adelaide","","Informal",6020
"SA",189,"PADE","Port Adelaide","LP","MCKENNA",23955
"SA",189,"PADE","Port Adelaide","ALP","BUTLER",46024
"SA",189,"PADE","Port Adelaide","PUP","HUYNH",5227
"SA",189,"PADE","Port Adelaide","AFN","COOKSLEY",1116
"SA",189,"PADE","Port Adelaide","GRN","POPOVIC",7834
"SA",189,"PADE","Port Adelaide","FFP","HAMBOUR",6843
"SA",190,"STUR","Sturt","","Informal",4303
"SA",190,"STUR","Sturt","LP","PYNE",49429
"SA",190,"STUR","Sturt","ALP","SARRE",26258
"SA",190,"STUR","Sturt","PUP","SCALI",2713
"SA",190,"STUR","Sturt","GRN","WALKER",8902
"SA",190,"STUR","Sturt","FFP","BARNES",3565
"SA",191,"WAKE","Wakefield","","Informal",5479
"SA",191,"WAKE","Wakefield","LP","ZORICH",34425
"SA",191,"WAKE","Wakefield","IND","ALDRIDGE",3729
"SA",191,"WAKE","Wakefield","ALP","CHAMPION",37723
"SA",191,"WAKE","Wakefield","KAP","MUSOLINO",964
"SA",191,"WAKE","Wakefield","PUP","MUSOLINO",3890
"SA",191,"WAKE","Wakefield","GRN","CLAY",4683
"SA",191,"WAKE","Wakefield","FFP","COOMBE",5436
"TAS",192,"BASS","Bass","","Informal",2850
"TAS",192,"BASS","Bass","LP","NIKOLIC",31267
"TAS",192,"BASS","Bass","GRN","LANDON-LANE",5160
"TAS",192,"BASS","Bass","ALP","LYONS",22643
"TAS",192,"BASS","Bass","PUP","DOBSON",3520
"TAS",192,"BASS","Bass","FFP","BERGMAN",1407
"TAS",192,"BASS","Bass","SPA","CHOI",384
"TAS",192,"BASS","Bass","AUC","KROEZE",963
"TAS",193,"BRAD","Braddon","","Informal",2428
"TAS",193,"BRAD","Braddon","LP","WHITELEY",30904
"TAS",193,"BRAD","Braddon","GRN","HOUGHTON",3410
"TAS",193,"BRAD","Braddon","ALP","SIDEBOTTOM",24791
"TAS",193,"BRAD","Braddon","PUP","MORGAN",6125
"TAS",193,"BRAD","Braddon","RUA","SHAW",726
"TAS",194,"DENI","Denison","","Informal",2856
"TAS",194,"DENI","Denison","IND","WILKIE",24688
"TAS",194,"DENI","Denison","LP","DENISON",15058
"TAS",194,"DENI","Denison","SPP","HOULT",124
"TAS",194,"DENI","Denison","GRN","REYNOLDS",5133
"TAS",194,"DENI","Denison","ALP","AUSTIN",16043
"TAS",194,"DENI","Denison","PUP","THURLEY",1576
"TAS",194,"DENI","Denison","RUA","DEVLIN",179
"TAS",194,"DENI","Denison","FFP","McCALLUM",593
"TAS",194,"DENI","Denison","DLP","WILLIAMS",554
"TAS",194,"DENI","Denison","ASXP","BUTLER",877
"TAS",195,"FRAN","Franklin","","Informal",2639
"TAS",195,"FRAN","Franklin","LP","BLACK",26070
"TAS",195,"FRAN","Franklin","GRN","WOODRUFF",8201
"TAS",195,"FRAN","Franklin","ALP","COLLINS",26893
"TAS",195,"FRAN","Franklin","PUP","ZUCCO",4108
"TAS",195,"FRAN","Franklin","RUA","BOWDEN",330
"TAS",195,"FRAN","Franklin","KAP","UGALDE",478
"TAS",195,"FRAN","Franklin","FFP","DOWNES",1264
"TAS",196,"LYON","Lyons","","Informal",3119
"TAS",196,"LYON","Lyons","LP","HUTCHINSON",29662
"TAS",196,"LYON","Lyons","GRN","BRINKLOW",5563
"TAS",196,"LYON","Lyons","ALP","ADAMS",24607
"TAS",196,"LYON","Lyons","PUP","VON STIEGLITZ",4697
"TAS",196,"LYON","Lyons","RUA","ROGERS",589
"TAS",196,"LYON","Lyons","FFP","JAMES",1707
"VIC",197,"ASTO","Aston","","Informal",4047
"VIC",197,"ASTO","Aston","ALP","EVANS",27850
"VIC",197,"ASTO","Aston","GRN","RAYMOND",5017
"VIC",197,"ASTO","Aston","LP","TUDGE",44030
"VIC",197,"ASTO","Aston","PUP","WATT",3206
"VIC",197,"ASTO","Aston","ASXP","JENKINS",2295
"VIC",197,"ASTO","Aston","RUA","SPEER",581
"VIC",197,"ASTO","Aston","FFP","FOSTER",2362
"VIC",198,"BALL","Ballarat","","Informal",4578
"VIC",198,"BALL","Ballarat","ALP","KING",39251
"VIC",198,"BALL","Ballarat","GRN","HODGINS-MAY",8911
"VIC",198,"BALL","Ballarat","LP","FITZGIBBON",35592
"VIC",198,"BALL","Ballarat","AUC","FOSTER",1139
"VIC",198,"BALL","Ballarat","PUP","MURPHY",3396
"VIC",198,"BALL","Ballarat","ASXP","MATHIESON",2135
"VIC",198,"BALL","Ballarat","DLP","VEREKER",1022
"VIC",198,"BALL","Ballarat","RUA","ROJAS",229
"VIC",198,"BALL","Ballarat","KAP","DUNNE",849
"VIC",198,"BALL","Ballarat","FFP","CLARK",1139
"VIC",199,"BATM","Batman","","Informal",5450
"VIC",199,"BATM","Batman","ALP","FEENEY",36798
"VIC",199,"BATM","Batman","GRN","BHATHAL",23522
"VIC",199,"BATM","Batman","LP","SOURIS",20017
"VIC",199,"BATM","Batman","PUP","GUARDIANI",2253
"VIC",199,"BATM","Batman","ASXP","SLIWCZYNSKI",2301
"VIC",199,"BATM","Batman","AJP","LAVIN",1250
"VIC",199,"BATM","Batman","RUA","WINTERTON",1121
"VIC",199,"BATM","Batman","","SUTTON",726
"VIC",199,"BATM","Batman","FFP","SMITHIES",1126
"VIC",200,"BEND","Bendigo","","Informal",5600
"VIC",200,"BEND","Bendigo","ALP","CHESTERS",33829
"VIC",200,"BEND","Bendigo","GRN","SLADE",8600
"VIC",200,"BEND","Bendigo","LP","BICKLEY",36701
"VIC",200,"BEND","Bendigo","AUC","MCDONALD",567
"VIC",200,"BEND","Bendigo","PUP","DONLON",2336
"VIC",200,"BEND","Bendigo","CYA","LEUNIG",538
"VIC",200,"BEND","Bendigo","NP","SHEEDY",4644
"VIC",200,"BEND","Bendigo","ASXP","CRUTCHFIELD",2220
"VIC",200,"BEND","Bendigo","RUA","CADDY",499
"VIC",200,"BEND","Bendigo","KAP","STINGEL",745
"VIC",200,"BEND","Bendigo","IND","ABIKHAIR",545
"VIC",200,"BEND","Bendigo","IND","RAHMANI",259
"VIC",200,"BEND","Bendigo","FFP","HOWARD",1036
"VIC",201,"BRUC","Bruce","","Informal",4810
"VIC",201,"BRUC","Bruce","ALP","GRIFFIN",34626
"VIC",201,"BRUC","Bruce","GRN","KELEHER",5491
"VIC",201,"BRUC","Bruce","LP","CICCHIELLO",35501
"VIC",201,"BRUC","Bruce","PUP","TUYAU",2173
"VIC",201,"BRUC","Bruce","DLP","GONSALVEZ",1334
"VIC",201,"BRUC","Bruce","RUA","WHITE",652
"VIC",201,"BRUC","Bruce","IND","UTH",682
"VIC",201,"BRUC","Bruce","FFP","FILLIPONI",2186
"VIC",203,"CALW","Calwell","","Informal",7398
"VIC",203,"CALW","Calwell","ALP","VAMVAKINOU",42819
"VIC",203,"CALW","Calwell","GRN","NEVILL",4632
"VIC",203,"CALW","Calwell","LP","KHAN",24490
"VIC",203,"CALW","Calwell","AUC","BENGTSSON",2121
"VIC",203,"CALW","Calwell","PUP","LETCHER",3728
"VIC",203,"CALW","Calwell","ASXP","SPIROVSKA",2367
"VIC",203,"CALW","Calwell","DLP","OMAR",1310
"VIC",203,"CALW","Calwell","RUA","ROZARIO",415
"VIC",203,"CALW","Calwell","KAP","WATSON",1915
"VIC",203,"CALW","Calwell","FFP","GRAHAM",2175
"VIC",204,"CASE","Casey","","Informal",4291
"VIC",204,"CASE","Casey","GRN","MEACHER",9641
"VIC",204,"CASE","Casey","ALP","FARRELL",24651
"VIC",204,"CASE","Casey","LP","SMITH",43538
"VIC",204,"CASE","Casey","PUP","WILDE",4413
"VIC",204,"CASE","Casey","CYA","LEAKE",986
"VIC",204,"CASE","Casey","RUA","BARBIERI",446
"VIC",204,"CASE","Casey","AUC","BROWN",1126
"VIC",204,"CASE","Casey","IND","McRAE",1358
"VIC",204,"CASE","Casey","FFP","COOMBES",2370
"VIC",205,"CHIS","Chisholm","","Informal",3802
"VIC",205,"CHIS","Chisholm","ALP","BURKE",34015
"VIC",205,"CHIS","Chisholm","GRN","FERGEUS",8133
"VIC",205,"CHIS","Chisholm","LP","NGUYEN",37990
"VIC",205,"CHIS","Chisholm","SPA","JAYARATNE",345
"VIC",205,"CHIS","Chisholm","PUP","WOODS",1405
"VIC",205,"CHIS","Chisholm","ASXP","GROSSI",1762
"VIC",205,"CHIS","Chisholm","DLP","SHEA",860
"VIC",205,"CHIS","Chisholm","RUA","VASSILIOU",650
"VIC",205,"CHIS","Chisholm","FFP","MYSZKA",949
"VIC",207,"CORA","Corangamite","","Informal",4304
"VIC",207,"CORA","Corangamite","ALP","CHEESEMAN",29728
"VIC",207,"CORA","Corangamite","GRN","DAVIES",11007
"VIC",207,"CORA","Corangamite","LP","HENDERSON",44778
"VIC",207,"CORA","Corangamite","AUC","BARRON",499
"VIC",207,"CORA","Corangamite","PUP","ROJEK",2026
"VIC",207,"CORA","Corangamite","CYA","JACKMAN",408
"VIC",207,"CORA","Corangamite","NP","BLACK",598
"VIC",207,"CORA","Corangamite","ASXP","MILLARD",1726
"VIC",207,"CORA","Corangamite","RUA","RASHLEIGH",273
"VIC",207,"CORA","Corangamite","APP","STEEL",156
"VIC",207,"CORA","Corangamite","IND","WHITEHEAD",694
"VIC",207,"CORA","Corangamite","FFP","WRAY",908
"VIC",208,"CORI","Corio","","Informal",5049
"VIC",208,"CORI","Corio","IND","ASHER",1958
"VIC",208,"CORI","Corio","ALP","MARLES",39267
"VIC",208,"CORI","Corio","GRN","LACEY",6593
"VIC",208,"CORI","Corio","LP","READ",31768
"VIC",208,"CORI","Corio","AUC","ATHERTON",549
"VIC",208,"CORI","Corio","SAL","BULL",679
"VIC",208,"CORI","Corio","PUP","HARRINGTON",5122
"VIC",208,"CORI","Corio","ASXP","MARTIN",2492
"VIC",208,"CORI","Corio","RUA","LEGRAND",364
"VIC",208,"CORI","Corio","FFP","FENN",1461
"VIC",209,"DEAK","Deakin","","Informal",3989
"VIC",209,"DEAK","Deakin","IND","BARCLAY",1519
"VIC",209,"DEAK","Deakin","ALP","SYMON",28883
"VIC",209,"DEAK","Deakin","GRN","POWELL",9560
"VIC",209,"DEAK","Deakin","LP","SUKKAR",40482
"VIC",209,"DEAK","Deakin","AUC","DOBBY",1698
"VIC",209,"DEAK","Deakin","PUP","GUARDIANI",1949
"VIC",209,"DEAK","Deakin","CYA","SMITH",261
"VIC",209,"DEAK","Deakin","ASXP","BARBER",1856
"VIC",209,"DEAK","Deakin","AFN","CARBONARI",212
"VIC",209,"DEAK","Deakin","RUA","DE ZILWA",327
"VIC",209,"DEAK","Deakin","KAP","RASKOVY",293
"VIC",209,"DEAK","Deakin","FFP","WESTBROOK",1200
"VIC",210,"DUNK","Dunkley","","Informal",4424
"VIC",210,"DUNK","Dunkley","IND","BROFF",516
"VIC",210,"DUNK","Dunkley","GRN","TILLER",8199
"VIC",210,"DUNK","Dunkley","ALP","KILKENNY",27155
"VIC",210,"DUNK","Dunkley","LP","BILLSON",42869
"VIC",210,"DUNK","Dunkley","PUP","RYDER",3707
"VIC",210,"DUNK","Dunkley","ASXP","PALMI",2589
"VIC",210,"DUNK","Dunkley","RUA","GENTLE",477
"VIC",210,"DUNK","Dunkley","IND","BURT",740
"VIC",210,"DUNK","Dunkley","FFP","EASTMAN",1682
"VIC",211,"FLIN","Flinders","","Informal",4916
"VIC",211,"FLIN","Flinders","ALP","SINCLAIR",23666
"VIC",211,"FLIN","Flinders","GRN","RUSH",9148
"VIC",211,"FLIN","Flinders","LP","HUNT",51972
"VIC",211,"FLIN","Flinders","AUC","BELSAR",523
"VIC",211,"FLIN","Flinders","NCP","ZABANEH",215
"VIC",211,"FLIN","Flinders","PUP","CLARK",5639
"VIC",211,"FLIN","Flinders","RUA","DORIAN",481
"VIC",211,"FLIN","Flinders","IND","McCORMACK",478
"VIC",211,"FLIN","Flinders","IND","MADIGAN",708
"VIC",211,"FLIN","Flinders","FFP","CLARK",1091
"VIC",212,"GELL","Gellibrand","","Informal",5202
"VIC",212,"GELL","Gellibrand","ALP","WATTS",40236
"VIC",212,"GELL","Gellibrand","GRN","SWIFT",14623
"VIC",212,"GELL","Gellibrand","LP","McCONNELL",23343
"VIC",212,"GELL","Gellibrand","AUC","O'NEILL",967
"VIC",212,"GELL","Gellibrand","PUP","SINGLETON",3413
"VIC",212,"GELL","Gellibrand","ASXP","CASHION",2540
"VIC",212,"GELL","Gellibrand","FFP","ARCH",2266
"VIC",213,"GIPP","Gippsland","","Informal",5629
"VIC",213,"GIPP","Gippsland","ALP","McNEILL",20467
"VIC",213,"GIPP","Gippsland","GRN","CAMPBELL-SMITH",5039
"VIC",213,"GIPP","Gippsland","SPA","GUERIN",201
"VIC",213,"GIPP","Gippsland","IND","GARDNER",1992
"VIC",213,"GIPP","Gippsland","PUP","GRAVENALL",3785
"VIC",213,"GIPP","Gippsland","CYA","MANGION",623
"VIC",213,"GIPP","Gippsland","NP","CHESTER",47533
"VIC",213,"GIPP","Gippsland","ASXP","LEITCH",2101
"VIC",213,"GIPP","Gippsland","RUA","DORIAN",367
"VIC",213,"GIPP","Gippsland","LDP","BUCKLEY",4716
"VIC",213,"GIPP","Gippsland","FFP","FOSTER",1591
"VIC",214,"GOLD","Goldstein","","Informal",3121
"VIC",214,"GOLD","Goldstein","ALP","GUTTMANN",21591
"VIC",214,"GOLD","Goldstein","GRN","READ",14408
"VIC",214,"GOLD","Goldstein","LP","ROBB",51193
"VIC",214,"GOLD","Goldstein","PUP","RYDER",2044
"VIC",214,"GOLD","Goldstein","RUA","HANNIE",604
"VIC",214,"GOLD","Goldstein","FFP","JOYNER",751
"VIC",309,"GORT","Gorton","","Informal",6706
"VIC",309,"GORT","Gorton","ALP","O'CONNOR",44449
"VIC",309,"GORT","Gorton","GRN","JAYASURIYA",5597
"VIC",309,"GORT","Gorton","LP","HUMPHREYS",22328
"VIC",309,"GORT","Gorton","AUC","CHADHUOL",1132
"VIC",309,"GORT","Gorton","PUP","BARNES",5238
"VIC",309,"GORT","Gorton","ASXP","HUNTER",2850
"VIC",309,"GORT","Gorton","DLP","DEVERALA",2392
"VIC",309,"GORT","Gorton","KAP","MACARDY",1090
"VIC",309,"GORT","Gorton","FFP","AMBERLEY",2538
"VIC",215,"HIGG","Higgins","","Informal",3239
"VIC",215,"HIGG","Higgins","IND","WEBER",1663
"VIC",215,"HIGG","Higgins","ALP","CHAU",21027
